,Unnamed: 0,Unnamed: 0.1,name,red,green,blue,red_edge,nir,field,date,class,season,crop,soil,path,binary_class,dataset_type
2991,2991,2991,IMG_0058_,IMG_0058_3_0149SET_registered.tif,IMG_0058_2_0148SET_registered.tif,IMG_0058_1_0148SET_registered.tif,IMG_0058_5_0148SET_registered.tif,IMG_0058_4_0148SET_registered.tif,Field16,2020-11-05,medium_blackgrass,early,winter_wheat,type7,../data/Field16/2020-11-05/medium_blackgrass,blackgrass,train
13591,13591,13591,IMG_0098_,IMG_0098_3_3_0043SET_registered.tif,IMG_0098_2_3_0043SET_registered.tif,IMG_0098_1_3_0043SET_registered.tif,IMG_0098_5_3_0043SET_registered.tif,IMG_0098_4_3_0043SET_registered.tif,Field42,2021-04-15(HELDOUTDATASET),dense_blackgrass,mid,winter_wheat,type3,../data/Field42/2021-04-15(HELDOUTDATASET)/dense_blackgrass,blackgrass,train
5362,5362,5362,IMG_0021_,IMG_0021_3_3_0141SET_registered.tif,IMG_0021_2_3_0141SET_registered.tif,IMG_0021_1_3_0141SET_registered.tif,IMG_0021_5_3_0141SET_registered.tif,IMG_0021_4_3_0141SET_registered.tif,Field29,2021-04-27,medium_blackgrass,late,winter_wheat,type2,../data/Field29/2021-04-27/medium_blackgrass,blackgrass,train
7157,7157,7157,IMG_0167_,IMG_0167_3_3_0183SET_registered.tif,IMG_0167_2_3_0183SET_registered.tif,IMG_0167_1_3_0183SET_registered.tif,IMG_0167_5_3_0183SET_registered.tif,IMG_0167_4_3_0183SET_registered.tif,Field70,2021-05-12,dense_blackgrass,late,winter_wheat,type7,../data/Field70/2021-05-12/dense_blackgrass,blackgrass,train
11967,11967,11967,IMG_0052_,IMG_0052_3_2_0012SET_registered.tif,IMG_0052_2_2_0014SET_registered.tif,IMG_0052_1_2_0012SET_registered.tif,IMG_0052_5_2_0014SET_registered.tif,IMG_0052_4_2_0014SET_registered.tif,Field50,2021-01-18,medium_blackgrass,early,winter_barley,type1,../data/Field50/2021-01-18/medium_blackgrass,blackgrass,train
3201,3201,3201,IMG_0066_,IMG_0066_3_0161SET_registered.tif,IMG_0066_2_0161SET_registered.tif,IMG_0066_1_0161SET_registered.tif,IMG_0066_5_0161SET_registered.tif,IMG_0066_4_0161SET_registered.tif,Field16,2020-11-10,medium_blackgrass,early,winter_wheat,type7,../data/Field16/2020-11-10/medium_blackgrass,blackgrass,train
11485,11485,11485,IMG_0005_,IMG_0005_3_3_0033SET_registered.tif,IMG_0005_2_3_0033SET_registered.tif,IMG_0005_1_3_0033SET_registered.tif,IMG_0005_5_3_0033SET_registered.tif,IMG_0005_4_3_0033SET_registered.tif,Field89,2021-03-25(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field89/2021-03-25(HELDOUTDATASET)/medium_blackgrass,blackgrass,train
848,848,848,IMG_0206_,IMG_0206_3_4_0037SET_registered.tif,IMG_0206_2_4_0037SET_registered.tif,IMG_0206_1_4_0037SET_registered.tif,IMG_0206_5_4_0037SET_registered.tif,IMG_0206_4_4_0037SET_registered.tif,Field14,2021-05-19,medium_blackgrass,late,winter_wheat,type6,../data/Field14/2021-05-19/medium_blackgrass,blackgrass,train
7135,7135,7135,IMG_0123_,IMG_0123_3_3_0183SET_registered.tif,IMG_0123_2_3_0183SET_registered.tif,IMG_0123_1_3_0183SET_registered.tif,IMG_0123_5_3_0183SET_registered.tif,IMG_0123_4_3_0183SET_registered.tif,Field70,2021-05-12,dense_blackgrass,late,winter_wheat,type7,../data/Field70/2021-05-12/dense_blackgrass,blackgrass,train
13559,13559,13559,IMG_0072_,IMG_0072_3_3_0044SET_registered.tif,IMG_0072_2_3_0044SET_registered.tif,IMG_0072_1_3_0044SET_registered.tif,IMG_0072_5_3_0044SET_registered.tif,IMG_0072_4_3_0044SET_registered.tif,Field42,2021-04-15(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type3,../data/Field42/2021-04-15(HELDOUTDATASET)/medium_blackgrass,blackgrass,train
3316,3316,3316,IMG_0049_,IMG_0049_3_0160SET_registered.tif,IMG_0049_2_0160SET_registered.tif,IMG_0049_1_0160SET_registered.tif,IMG_0049_5_0160SET_registered.tif,IMG_0049_4_0160SET_registered.tif,Field16,2020-11-10,dense_blackgrass,early,winter_wheat,type7,../data/Field16/2020-11-10/dense_blackgrass,blackgrass,train
6201,6201,6201,IMG_0013_,IMG_0013_3_4_0077SET_registered.tif,IMG_0013_2_4_0077SET_registered.tif,IMG_0013_1_4_0077SET_registered.tif,IMG_0013_5_4_0077SET_registered.tif,IMG_0013_4_4_0077SET_registered.tif,Field38,2021-05-27,medium_blackgrass,late,winter_wheat,type7,../data/Field38/2021-05-27/medium_blackgrass,blackgrass,train
10864,10864,10864,IMG_0108_,IMG_0108_3_4_0014SET_registered.tif,IMG_0108_2_4_0014SET_registered.tif,IMG_0108_1_4_0014SET_registered.tif,IMG_0108_5_4_0014SET_registered.tif,IMG_0108_4_4_0014SET_registered.tif,Field97,2021-05-13,dense_blackgrass,late,winter_barley,type4,../data/Field97/2021-05-13/dense_blackgrass,blackgrass,train
7250,7250,7250,IMG_0068_,IMG_0068_3_3_0189SET_registered.tif,IMG_0068_2_3_0189SET_registered.tif,IMG_0068_1_3_0189SET_registered.tif,IMG_0068_5_3_0189SET_registered.tif,IMG_0068_4_3_0189SET_registered.tif,Field81,2021-05-13,medium_blackgrass,late,winter_wheat,type4,../data/Field81/2021-05-13/medium_blackgrass,blackgrass,train
778,778,778,IMG_0046_,IMG_0046_3_4_0037SET_registered.tif,IMG_0046_2_4_0037SET_registered.tif,IMG_0046_1_4_0037SET_registered.tif,IMG_0046_5_4_0037SET_registered.tif,IMG_0046_4_4_0037SET_registered.tif,Field14,2021-05-19,medium_blackgrass,late,winter_wheat,type6,../data/Field14/2021-05-19/medium_blackgrass,blackgrass,train
3322,3322,3322,IMG_0018_,IMG_0018_3_0160SET_registered.tif,IMG_0018_2_0160SET_registered.tif,IMG_0018_1_0160SET_registered.tif,IMG_0018_5_0160SET_registered.tif,IMG_0018_4_0160SET_registered.tif,Field16,2020-11-10,dense_blackgrass,early,winter_wheat,type7,../data/Field16/2020-11-10/dense_blackgrass,blackgrass,train
11640,11640,11640,IMG_0020_,IMG_0020_3_0141SET_registered.tif,IMG_0020_2_0142SET_registered.tif,IMG_0020_1_0142SET_registered.tif,IMG_0020_5_0142SET_registered.tif,IMG_0020_4_0141SET_registered.tif,Field12,2020-11-03,dense_blackgrass,early,triticale,type6,../data/Field12/2020-11-03/dense_blackgrass,blackgrass,train
8864,8864,8864,IMG_0093_,IMG_0093_3_3_0187SET_registered.tif,IMG_0093_2_3_0187SET_registered.tif,IMG_0093_1_3_0187SET_registered.tif,IMG_0093_5_3_0187SET_registered.tif,IMG_0093_4_3_0187SET_registered.tif,Field23,2021-05-12,medium_blackgrass,late,winter_wheat,type7,../data/Field23/2021-05-12/medium_blackgrass,blackgrass,train
9500,9500,9500,IMG_0067_,IMG_0067_3_3_0185SET_registered.tif,IMG_0067_2_3_0185SET_registered.tif,IMG_0067_1_3_0185SET_registered.tif,IMG_0067_5_3_0185SET_registered.tif,IMG_0067_4_3_0185SET_registered.tif,Field25,2021-05-12,medium_blackgrass,late,winter_wheat,type7,../data/Field25/2021-05-12/medium_blackgrass,blackgrass,train
7019,7019,7019,IMG_0100_,IMG_0100_3_3_0183SET_registered.tif,IMG_0100_2_3_0183SET_registered.tif,IMG_0100_1_3_0183SET_registered.tif,IMG_0100_5_3_0183SET_registered.tif,IMG_0100_4_3_0183SET_registered.tif,Field70,2021-05-12,dense_blackgrass,late,winter_wheat,type7,../data/Field70/2021-05-12/dense_blackgrass,blackgrass,train
11120,11120,11120,IMG_0026_,IMG_0026_3_2_0132SET_registered.tif,IMG_0026_2_2_0132SET_registered.tif,IMG_0026_1_2_0132SET_registered.tif,IMG_0026_5_2_0132SET_registered.tif,IMG_0026_4_2_0132SET_registered.tif,Field77,2021-03-03,dense_blackgrass,mid,winter_wheat,type4,../data/Field77/2021-03-03/dense_blackgrass,blackgrass,train
855,855,855,IMG_0159_,IMG_0159_3_4_0037SET_registered.tif,IMG_0159_2_4_0037SET_registered.tif,IMG_0159_1_4_0037SET_registered.tif,IMG_0159_5_4_0037SET_registered.tif,IMG_0159_4_4_0037SET_registered.tif,Field14,2021-05-19,medium_blackgrass,late,winter_wheat,type6,../data/Field14/2021-05-19/medium_blackgrass,blackgrass,train
3985,3985,3985,IMG_0026_,IMG_0026_3_4_0082SET_registered.tif,IMG_0026_2_4_0082SET_registered.tif,IMG_0026_1_4_0082SET_registered.tif,IMG_0026_5_4_0082SET_registered.tif,IMG_0026_4_4_0082SET_registered.tif,Field39,2021-05-27,medium_blackgrass,late,winter_wheat,type7,../data/Field39/2021-05-27/medium_blackgrass,blackgrass,train
7121,7121,7121,IMG_0180_,IMG_0180_3_3_0183SET_registered.tif,IMG_0180_2_3_0183SET_registered.tif,IMG_0180_1_3_0183SET_registered.tif,IMG_0180_5_3_0183SET_registered.tif,IMG_0180_4_3_0183SET_registered.tif,Field70,2021-05-12,dense_blackgrass,late,winter_wheat,type7,../data/Field70/2021-05-12/dense_blackgrass,blackgrass,train
7796,7796,7796,IMG_0026_,IMG_0026_3_3_0175SET_registered.tif,IMG_0026_2_3_0175SET_registered.tif,IMG_0026_1_3_0175SET_registered.tif,IMG_0026_5_3_0175SET_registered.tif,IMG_0026_4_3_0175SET_registered.tif,Field65,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field65/2021-05-05/medium_blackgrass,blackgrass,train
15378,15378,15378,IMG_0038_,IMG_0038_3_0240SET_registered.tif,IMG_0038_2_0240SET_registered.tif,IMG_0038_1_0240SET_registered.tif,IMG_0038_5_0240SET_registered.tif,IMG_0038_4_0240SET_registered.tif,Field48,2020-12-16,dense_blackgrass,early,winter_barley,type7,../data/Field48/2020-12-16/dense_blackgrass,blackgrass,train
12809,12809,12809,IMG_0008_,IMG_0008_3_4_0086SET_registered.tif,IMG_0008_2_4_0086SET_registered.tif,IMG_0008_1_4_0086SET_registered.tif,IMG_0008_5_4_0086SET_registered.tif,IMG_0008_4_4_0086SET_registered.tif,Field109,2021-06-03,dense_blackgrass,late,winter_wheat,type7,../data/Field109/2021-06-03/dense_blackgrass,blackgrass,train
15834,15834,15834,IMG_0070_,IMG_0070_3_3_0032SET_registered.tif,IMG_0070_2_3_0032SET_registered.tif,IMG_0070_1_3_0032SET_registered.tif,IMG_0070_5_3_0032SET_registered.tif,IMG_0070_4_3_0032SET_registered.tif,Field88,2021-03-25(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field88/2021-03-25(HELDOUTDATASET)/medium_blackgrass,blackgrass,train
6322,6322,6322,IMG_0110_,IMG_0110_3_4_0076SET_registered.tif,IMG_0110_2_4_0076SET_registered.tif,IMG_0110_1_4_0076SET_registered.tif,IMG_0110_5_4_0076SET_registered.tif,IMG_0110_4_4_0076SET_registered.tif,Field38,2021-05-27,dense_blackgrass,late,winter_wheat,type7,../data/Field38/2021-05-27/dense_blackgrass,blackgrass,train
3498,3498,3498,IMG_0162_,IMG_0162_3_3_0194SET_registered.tif,IMG_0162_2_3_0194SET_registered.tif,IMG_0162_1_3_0194SET_registered.tif,IMG_0162_5_3_0194SET_registered.tif,IMG_0162_4_3_0194SET_registered.tif,Field76,2021-05-13,dense_blackgrass,late,winter_wheat,type4,../data/Field76/2021-05-13/dense_blackgrass,blackgrass,train
13261,13261,13261,IMG_0038_,IMG_0038_3_0146SET_registered.tif,IMG_0038_2_0146SET_registered.tif,IMG_0038_1_0146SET_registered.tif,IMG_0038_5_0146SET_registered.tif,IMG_0038_4_0146SET_registered.tif,Field15,2020-11-04,medium_blackgrass,early,winter_wheat,type6,../data/Field15/2020-11-04/medium_blackgrass,blackgrass,train
10110,10110,10110,IMG_0005_,IMG_0005_3_4_0090SET_registered.tif,IMG_0005_2_4_0090SET_registered.tif,IMG_0005_1_4_0090SET_registered.tif,IMG_0005_5_4_0090SET_registered.tif,IMG_0005_4_4_0090SET_registered.tif,Field110,2021-06-04,dense_blackgrass,late,winter_wheat,type8,../data/Field110/2021-06-04/dense_blackgrass,blackgrass,train
659,659,659,IMG_0057_,IMG_0057_3_0185SET_registered.tif,IMG_0057_2_0186SET_registered.tif,IMG_0057_1_0186SET_registered.tif,IMG_0057_5_0186SET_registered.tif,IMG_0057_4_0186SET_registered.tif,Field14,2020-11-18,medium_blackgrass,early,winter_wheat,type6,../data/Field14/2020-11-18/medium_blackgrass,blackgrass,train
1059,1059,1059,IMG_0015_,IMG_0015_3_0144SET_registered.tif,IMG_0015_2_0145SET_registered.tif,IMG_0015_1_0145SET_registered.tif,IMG_0015_5_0144SET_registered.tif,IMG_0015_4_0144SET_registered.tif,Field14,2020-11-04,medium_blackgrass,early,winter_wheat,type6,../data/Field14/2020-11-04/medium_blackgrass,blackgrass,train
9008,9008,9008,IMG_0010_,IMG_0010_3_2_0138SET_registered.tif,IMG_0010_2_2_0138SET_registered.tif,IMG_0010_1_2_0138SET_registered.tif,IMG_0010_5_2_0138SET_registered.tif,IMG_0010_4_2_0138SET_registered.tif,Field82,2021-03-03,dense_blackgrass,mid,winter_wheat,type4,../data/Field82/2021-03-03/dense_blackgrass,blackgrass,train
1280,1280,1280,IMG_0062_,IMG_0062_3_3_0010SET_registered.tif,IMG_0062_2_3_0010SET_registered.tif,IMG_0062_1_3_0010SET_registered.tif,IMG_0062_5_3_0010SET_registered.tif,IMG_0062_4_3_0010SET_registered.tif,Field14,2021-03-19(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type6,../data/Field14/2021-03-19(HELDOUTDATASET)/medium_blackgrass,blackgrass,train
8649,8649,8649,IMG_0023_,IMG_0023_3_0166SET_registered.tif,IMG_0023_2_0166SET_registered.tif,IMG_0023_1_0165SET_registered.tif,IMG_0023_5_0165SET_registered.tif,IMG_0023_4_0165SET_registered.tif,Field23,2020-11-11,dense_blackgrass,early,winter_wheat,type7,../data/Field23/2020-11-11/dense_blackgrass,blackgrass,train
6061,6061,6061,IMG_0031_,IMG_0031_3_0205SET_registered.tif,IMG_0031_2_0205SET_registered.tif,IMG_0031_1_0205SET_registered.tif,IMG_0031_5_0205SET_registered.tif,IMG_0031_4_0205SET_registered.tif,Field38,2020-11-26,medium_blackgrass,early,winter_wheat,type7,../data/Field38/2020-11-26/medium_blackgrass,blackgrass,train
9196,9196,9196,IMG_0086_,IMG_0086_3_2_0114SET_registered.tif,IMG_0086_2_2_0114SET_registered.tif,IMG_0086_1_2_0114SET_registered.tif,IMG_0086_5_2_0114SET_registered.tif,IMG_0086_4_2_0114SET_registered.tif,Field25,2021-02-19,medium_blackgrass,mid,winter_wheat,type7,../data/Field25/2021-02-19/medium_blackgrass,blackgrass,train
5715,5715,5715,IMG_0013_,IMG_0013_3_2_0065SET_registered.tif,IMG_0013_2_2_0065SET_registered.tif,IMG_0013_1_2_0065SET_registered.tif,IMG_0013_5_2_0065SET_registered.tif,IMG_0013_4_2_0065SET_registered.tif,Field29,2021-01-29,medium_blackgrass,mid,winter_wheat,type2,../data/Field29/2021-01-29/medium_blackgrass,blackgrass,train
11553,11553,11553,IMG_0024_,IMG_0024_3_0142SET_registered.tif,IMG_0024_2_0141SET_registered.tif,IMG_0024_1_0141SET_registered.tif,IMG_0024_5_0141SET_registered.tif,IMG_0024_4_0142SET_registered.tif,Field12,2020-11-03,dense_blackgrass,early,triticale,type6,../data/Field12/2020-11-03/dense_blackgrass,blackgrass,train
11525,11525,11525,IMG_0005_,IMG_0005_3_0140SET_registered.tif,IMG_0005_2_0140SET_registered.tif,IMG_0005_1_0140SET_registered.tif,IMG_0005_5_0140SET_registered.tif,IMG_0005_4_0140SET_registered.tif,Field12,2020-11-03,medium_blackgrass,early,triticale,type6,../data/Field12/2020-11-03/medium_blackgrass,blackgrass,train
6396,6396,6396,IMG_0031_,IMG_0031_3_4_0076SET_registered.tif,IMG_0031_2_4_0076SET_registered.tif,IMG_0031_1_4_0076SET_registered.tif,IMG_0031_5_4_0076SET_registered.tif,IMG_0031_4_4_0076SET_registered.tif,Field38,2021-05-27,dense_blackgrass,late,winter_wheat,type7,../data/Field38/2021-05-27/dense_blackgrass,blackgrass,train
3546,3546,3546,IMG_0089_,IMG_0089_3_2_0131SET_registered.tif,IMG_0089_2_2_0131SET_registered.tif,IMG_0089_1_2_0131SET_registered.tif,IMG_0089_5_2_0131SET_registered.tif,IMG_0089_4_2_0131SET_registered.tif,Field76,2021-03-03,medium_blackgrass,mid,winter_wheat,type4,../data/Field76/2021-03-03/medium_blackgrass,blackgrass,train
5951,5951,5951,IMG_0007_,IMG_0007_3_2_0153SET_registered.tif,IMG_0007_2_2_0153SET_registered.tif,IMG_0007_1_2_0153SET_registered.tif,IMG_0007_5_2_0153SET_registered.tif,IMG_0007_4_2_0153SET_registered.tif,Field37,2021-03-12,medium_blackgrass,mid,winter_barley,type4,../data/Field37/2021-03-12/medium_blackgrass,blackgrass,train
3804,3804,3804,IMG_0028_,IMG_0028_3_0208SET_registered.tif,IMG_0028_2_0207SET_registered.tif,IMG_0028_1_0208SET_registered.tif,IMG_0028_5_0207SET_registered.tif,IMG_0028_4_0208SET_registered.tif,Field39,2020-11-26,medium_blackgrass,early,winter_wheat,type7,../data/Field39/2020-11-26/medium_blackgrass,blackgrass,train
4743,4743,4743,IMG_0010_,IMG_0010_3_3_0021SET_registered.tif,IMG_0010_2_3_0021SET_registered.tif,IMG_0010_1_3_0021SET_registered.tif,IMG_0010_5_3_0021SET_registered.tif,IMG_0010_4_3_0021SET_registered.tif,Field83,2021-03-23(HELDOUTDATASET),dense_blackgrass,mid,winter_wheat,type7,../data/Field83/2021-03-23(HELDOUTDATASET)/dense_blackgrass,blackgrass,train
6355,6355,6355,IMG_0039_,IMG_0039_3_4_0076SET_registered.tif,IMG_0039_2_4_0076SET_registered.tif,IMG_0039_1_4_0076SET_registered.tif,IMG_0039_5_4_0076SET_registered.tif,IMG_0039_4_4_0076SET_registered.tif,Field38,2021-05-27,dense_blackgrass,late,winter_wheat,type7,../data/Field38/2021-05-27/dense_blackgrass,blackgrass,train
2729,2729,2729,IMG_0099_,IMG_0099_3_2_0098SET_registered.tif,IMG_0099_2_2_0098SET_registered.tif,IMG_0099_1_2_0098SET_registered.tif,IMG_0099_5_2_0098SET_registered.tif,IMG_0099_4_2_0098SET_registered.tif,Field16,2021-02-16,medium_blackgrass,mid,winter_wheat,type7,../data/Field16/2021-02-16/medium_blackgrass,blackgrass,train
6351,6351,6351,IMG_0105_,IMG_0105_3_4_0076SET_registered.tif,IMG_0105_2_4_0076SET_registered.tif,IMG_0105_1_4_0076SET_registered.tif,IMG_0105_5_4_0076SET_registered.tif,IMG_0105_4_4_0076SET_registered.tif,Field38,2021-05-27,dense_blackgrass,late,winter_wheat,type7,../data/Field38/2021-05-27/dense_blackgrass,blackgrass,train
10106,10106,10106,IMG_0006_,IMG_0006_3_4_0090SET_registered.tif,IMG_0006_2_4_0090SET_registered.tif,IMG_0006_1_4_0090SET_registered.tif,IMG_0006_5_4_0090SET_registered.tif,IMG_0006_4_4_0090SET_registered.tif,Field110,2021-06-04,dense_blackgrass,late,winter_wheat,type8,../data/Field110/2021-06-04/dense_blackgrass,blackgrass,train
7573,7573,7573,IMG_0049_,IMG_0049_3_3_0055SET_registered.tif,IMG_0049_2_3_0055SET_registered.tif,IMG_0049_1_3_0055SET_registered.tif,IMG_0049_5_3_0055SET_registered.tif,IMG_0049_4_3_0055SET_registered.tif,Field46,2021-04-16,medium_blackgrass,mid,winter_wheat,type7,../data/Field46/2021-04-16/medium_blackgrass,blackgrass,train
15894,15894,15894,IMG_0029_,IMG_0029_3_3_0032SET_registered.tif,IMG_0029_2_3_0032SET_registered.tif,IMG_0029_1_3_0032SET_registered.tif,IMG_0029_5_3_0032SET_registered.tif,IMG_0029_4_3_0032SET_registered.tif,Field88,2021-03-25(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field88/2021-03-25(HELDOUTDATASET)/medium_blackgrass,blackgrass,train
5488,5488,5488,IMG_0035_,IMG_0035_3_0181SET_registered.tif,IMG_0035_2_0181SET_registered.tif,IMG_0035_1_0181SET_registered.tif,IMG_0035_5_0181SET_registered.tif,IMG_0035_4_0181SET_registered.tif,Field29,2020-11-17,medium_blackgrass,early,winter_wheat,type2,../data/Field29/2020-11-17/medium_blackgrass,blackgrass,train
15284,15284,15284,IMG_0050_,IMG_0050_3_0238SET_registered.tif,IMG_0050_2_0238SET_registered.tif,IMG_0050_1_0238SET_registered.tif,IMG_0050_5_0238SET_registered.tif,IMG_0050_4_0238SET_registered.tif,Field48,2020-12-16,medium_blackgrass,early,winter_barley,type7,../data/Field48/2020-12-16/medium_blackgrass,blackgrass,train
1078,1078,1078,IMG_0044_,IMG_0044_3_0144SET_registered.tif,IMG_0044_2_0144SET_registered.tif,IMG_0044_1_0144SET_registered.tif,IMG_0044_5_0145SET_registered.tif,IMG_0044_4_0144SET_registered.tif,Field14,2020-11-04,medium_blackgrass,early,winter_wheat,type6,../data/Field14/2020-11-04/medium_blackgrass,blackgrass,train
2829,2829,2829,IMG_0058_,IMG_0058_3_4_0025SET_registered.tif,IMG_0058_2_4_0025SET_registered.tif,IMG_0058_1_4_0025SET_registered.tif,IMG_0058_5_4_0025SET_registered.tif,IMG_0058_4_4_0025SET_registered.tif,Field16,2021-05-14,medium_blackgrass,late,winter_wheat,type7,../data/Field16/2021-05-14/medium_blackgrass,blackgrass,train
7188,7188,7188,IMG_0098_,IMG_0098_3_3_0189SET_registered.tif,IMG_0098_2_3_0189SET_registered.tif,IMG_0098_1_3_0189SET_registered.tif,IMG_0098_5_3_0189SET_registered.tif,IMG_0098_4_3_0189SET_registered.tif,Field81,2021-05-13,medium_blackgrass,late,winter_wheat,type4,../data/Field81/2021-05-13/medium_blackgrass,blackgrass,train
14184,14184,14184,IMG_0077_,IMG_0077_3_3_0148SET_registered.tif,IMG_0077_2_3_0148SET_registered.tif,IMG_0077_1_3_0148SET_registered.tif,IMG_0077_5_3_0148SET_registered.tif,IMG_0077_4_3_0148SET_registered.tif,Field95,2021-04-28,medium_blackgrass,springcrop_mid,spring_barley,type8,../data/Field95/2021-04-28/medium_blackgrass,blackgrass,train
4170,4170,4170,IMG_0021_,IMG_0021_3_3_0004SET_registered.tif,IMG_0021_2_3_0004SET_registered.tif,IMG_0021_1_3_0004SET_registered.tif,IMG_0021_5_3_0004SET_registered.tif,IMG_0021_4_3_0004SET_registered.tif,Field39,2021-03-17,medium_blackgrass,mid,winter_wheat,type7,../data/Field39/2021-03-17/medium_blackgrass,blackgrass,train
8690,8690,8690,IMG_0085_,IMG_0085_3_0166SET_registered.tif,IMG_0085_2_0165SET_registered.tif,IMG_0085_1_0165SET_registered.tif,IMG_0085_5_0166SET_registered.tif,IMG_0085_4_0165SET_registered.tif,Field23,2020-11-11,dense_blackgrass,early,winter_wheat,type7,../data/Field23/2020-11-11/dense_blackgrass,blackgrass,train
9475,9475,9475,IMG_0058_,IMG_0058_3_3_0185SET_registered.tif,IMG_0058_2_3_0185SET_registered.tif,IMG_0058_1_3_0185SET_registered.tif,IMG_0058_5_3_0185SET_registered.tif,IMG_0058_4_3_0185SET_registered.tif,Field25,2021-05-12,medium_blackgrass,late,winter_wheat,type7,../data/Field25/2021-05-12/medium_blackgrass,blackgrass,train
